bedroom,net_sqm,distance_to_center_km,distance_to_metro_km,floor,age_of_house,price
5,69,8,8,8,3,81670
3,112,5,5,8,20,117464
2,45,2,8,6,19,48572
3,128,24,2,13,13,119869
4,186,17,4,12,17,186167
3,105,7,9,3,14,110253
1,49,17,3,6,30,40965
3,183,6,6,19,22,188951
4,76,22,7,11,43,70084
2,116,15,3,4,48,98516
5,116,5,1,15,43,132429
3,71,15,2,2,29,74044
4,86,18,7,15,2,88397
4,149,18,7,17,8,144569
2,159,21,1,2,14,152736
1,193,21,7,7,34,165951
3,49,23,6,16,13,42464
4,198,6,6,5,10,207982
2,136,2,7,16,8,147703
5,196,17,7,19,7,198145
4,44,21,1,2,13,40865
2,116,4,5,15,26,123698
1,40,12,8,4,32,20000
1,170,19,8,2,19,144231
4,106,2,3,10,15,125683
4,54,2,3,5,2,68985
3,132,14,7,18,37,123073
2,69,15,4,4,19,61998
4,142,20,6,1,33,136778
3,121,2,9,18,39,123168
3,114,4,2,6,33,116117
4,99,19,2,14,1,110123
1,79,9,6,10,39,67721
2,196,7,3,18,28,192373
2,113,13,1,9,17,115277
1,160,12,2,12,6,158632
4,186,3,7,10,44,179242
2,42,13,4,19,20,34340
4,75,15,2,6,47,77892
4,82,14,8,14,13,92707
3,182,24,4,8,12,164667
1,154,9,4,14,30,144268
4,148,13,2,11,21,162356
5,129,23,1,16,2,127870
1,123,22,1,6,18,104469
2,116,4,3,15,28,114159
3,44,21,6,15,4,32515
2,117,8,7,14,42,105492
2,130,3,9,12,43,114798
1,126,2,5,2,6,132785
2,53,19,9,8,38,38093
4,143,23,8,19,9,144737
2,122,8,1,14,20,119655
3,93,17,3,5,45,79386
3,171,13,8,9,30,156466
5,134,7,9,13,37,140411
3,48,9,4,9,38,53122
2,92,12,6,14,4,84907
3,116,14,4,5,38,113000
1,99,14,9,2,13,85046
3,85,15,2,7,35,70496
4,93,3,6,16,30,104458
1,113,15,3,11,42,103805
5,151,19,4,11,4,159130
4,134,24,2,12,25,121321
2,62,20,8,13,31,46220
2,66,14,8,8,47,47657
2,109,8,1,16,12,115449
4,148,5,6,1,15,150541
4,116,19,1,13,26,119523
4,89,4,6,11,10,96558
1,163,14,7,4,12,153268
1,58,16,2,4,22,37739
2,40,20,9,15,40,20000
3,79,24,8,3,21,72704
2,199,6,9,19,35,200152
5,61,23,4,2,7,61288
1,151,6,4,6,18,145426
4,79,3,8,8,27,83717
1,77,15,1,17,35,60482
4,87,3,8,5,47,85079
5,114,11,7,2,2,130422
5,146,3,7,12,32,154356
1,47,10,9,5,15,28439
4,125,18,7,10,45,115619
5,107,1,2,9,24,124865
2,114,16,1,8,20,111535
2,176,16,1,1,10,172399
4,129,10,7,6,24,129891
1,169,1,5,11,24,164069
5,119,4,4,3,24,127742
1,134,3,5,15,40,124222
2,109,5,6,11,48,101728
5,129,12,6,5,48,120036
1,98,12,1,16,34,85577
3,186,13,2,7,41,187175
4,67,24,3,6,40,51050
4,111,12,4,9,11,112163
3,53,16,6,7,26,50844
2,63,13,9,3,1,67168
5,151,5,2,11,30,166480
4,83,24,8,12,43,69407
3,95,4,9,11,18,95426
3,159,21,2,2,26,152691
2,71,15,9,1,47,51726
2,64,12,7,2,9,57628
1,155,19,9,14,9,138121
4,105,21,6,13,1,116041
1,81,19,2,5,7,75389
3,115,21,8,2,44,93523
5,176,11,9,19,42,187337
5,77,21,8,17,16,75612
2,100,6,2,11,38,88344
5,128,9,8,16,11,132908
5,57,1,3,18,25,84042
5,109,12,3,8,29,124887
3,121,14,9,2,19,106971
5,155,6,9,17,18,159813
5,119,1,9,11,47,117783
5,54,22,4,14,29,55002
1,52,2,7,16,16,51263
3,158,24,8,15,46,139354
2,82,11,5,15,40,63827
1,96,3,1,3,8,86860
4,56,10,9,7,34,51352
3,71,6,6,12,6,78801
3,189,6,3,3,45,194116
4,94,20,3,19,45,85282
4,52,21,1,10,30,50529
4,86,2,8,8,44,80709
2,126,24,2,16,34,113899
5,101,10,1,16,21,111630
3,68,23,7,12,12,62781
5,61,6,9,5,49,70812
5,104,23,6,6,6,114331
4,68,17,8,6,39,60619
2,87,14,8,8,6,72948
1,44,5,9,17,4,41272
2,140,23,7,12,9,127696
5,110,17,9,14,5,108509
2,180,2,9,2,10,191098
4,177,9,1,19,47,174789
1,105,12,6,6,8,95890
4,111,19,8,18,23,109586
1,64,22,9,4,4,43068
5,99,7,4,5,37,109753
1,79,9,2,6,7,73752
1,46,21,9,15,6,40731
1,190,16,9,6,45,174057
2,85,20,8,8,42,64264
2,125,11,3,9,15,128049
5,180,12,5,6,35,185228
1,60,15,2,2,32,34942
3,40,18,3,16,14,42943
5,162,19,1,1,35,167175
1,186,16,4,16,11,175897
1,164,15,5,1,10,155187
2,72,5,2,1,17,76925
5,43,11,3,7,13,55342
1,42,15,6,16,34,20000
1,130,18,6,17,45,105080
5,91,13,7,16,5,110521
3,67,4,9,16,48,68398
5,109,17,4,6,10,118735
5,96,4,5,18,32,106680
3,147,16,2,3,12,139220
5,183,23,6,8,13,179943
1,63,15,4,4,21,55826
5,116,14,5,4,48,120429
3,115,12,7,17,33,108916
4,108,3,6,5,41,107910
5,140,10,8,14,48,149922
2,198,8,6,15,47,189304
1,131,6,8,12,32,117816
1,131,22,4,13,12,117332
2,69,14,7,18,46,60742
2,57,17,3,14,35,51694
5,83,21,1,19,36,80187
2,194,19,9,7,38,181504
4,138,16,9,6,48,123488
3,193,15,6,5,28,181235
2,160,15,2,4,13,150993
2,154,1,8,18,12,153804
4,99,24,6,14,22,100947
1,185,23,7,16,44,157499
1,95,23,1,14,2,75139
5,70,12,3,5,29,73875
4,140,10,1,11,13,151344
3,98,14,1,12,35,91201
3,163,10,1,18,13,168775
4,169,10,4,4,34,161906
3,136,20,7,13,19,132630
1,146,11,7,13,9,139264
3,57,22,5,4,31,48514
3,184,16,6,7,33,183770
4,110,9,2,2,27,115259
4,145,15,5,18,45,143899
3,93,14,7,6,2,101244
2,133,19,9,16,15,120629
4,115,9,6,3,19,110155
5,74,4,4,15,31,87261
5,50,21,3,10,16,53710
1,100,7,9,9,43,85604
3,83,22,7,11,15,66112
2,160,8,6,14,6,156338
1,107,24,7,12,14,94275
3,64,8,8,7,27,54521
4,199,19,5,11,38,197818
5,123,15,3,17,19,128376
2,153,16,3,9,37,144895
5,171,22,2,13,43,166212
4,40,23,8,16,4,35641
3,170,9,1,3,26,180084
4,125,12,8,5,9,124910
4,101,16,3,17,41,92308
5,103,4,9,1,49,102242
2,184,5,2,9,40,175016
4,165,8,9,17,15,163260
5,144,1,6,13,41,152333
2,101,6,1,15,37,97127
3,74,15,5,8,4,78146
3,52,4,9,8,26,49044
1,82,21,6,2,18,52534
5,169,11,7,10,41,169069
2,150,5,4,5,35,137279
4,167,18,1,16,41,171821
3,90,24,5,19,41,83991
2,183,15,2,1,29,174759
5,185,18,8,13,24,182190
1,174,20,4,4,4,153763
3,84,13,1,7,21,82294
2,81,5,7,1,39,73624
2,174,1,2,2,7,170523
2,54,22,3,16,23,35852
5,99,18,9,14,40,88648
5,79,14,9,5,21,91834
5,151,5,2,14,1,171595
4,116,6,3,17,41,114157
2,144,24,9,12,25,127296
3,146,16,1,12,31,138895
5,161,22,2,3,44,155480
5,119,21,2,2,38,113283
2,164,12,3,15,45,155569
5,173,20,3,11,5,178269
4,71,18,2,10,31,77216
4,147,2,8,18,1,160037
5,153,23,8,2,30,140773
2,185,21,8,7,18,175626
2,107,23,2,7,8,88657
2,166,13,9,7,26,161761
1,174,17,7,14,40,155838
5,153,17,5,2,15,150774
2,47,16,7,2,19,41303
4,103,21,8,15,10,98644
3,174,18,9,11,24,173324
3,80,8,2,10,16,76678
2,79,3,6,3,43,67589
3,42,17,9,17,31,32802
3,184,18,6,9,44,176195
1,149,23,2,15,16,138563
4,153,6,1,14,16,170737
4,151,8,3,19,28,160190
1,189,23,5,17,20,170823
1,43,13,7,17,35,20314
3,173,8,3,16,9,184017
5,65,19,9,8,40,51278
3,178,6,4,7,10,188956
1,56,23,2,12,45,31769
4,131,15,3,1,18,133506
3,70,10,5,12,45,58740
5,183,17,3,6,45,182684
3,146,1,5,16,15,156307
2,185,7,4,18,45,167952
3,150,13,3,19,30,146433
1,140,3,6,3,48,116192
4,151,19,8,3,32,138271
4,101,15,4,5,40,103653
1,151,5,9,3,27,138137
2,194,11,6,19,27,191897
1,155,22,5,5,19,144634
3,74,18,3,14,10,72062
1,67,3,5,16,44,57497
1,142,6,5,1,46,131696
2,164,3,4,17,6,165994
3,141,5,6,11,24,150549
5,176,9,3,9,9,189846
5,182,19,1,4,27,182493
4,60,13,7,2,7,60763
1,91,6,7,9,6,88995
4,136,11,4,5,33,134379
2,90,21,9,4,21,75232
5,122,21,2,5,46,117148
1,94,14,1,18,38,71005
2,116,6,3,13,44,108548
2,166,6,7,5,17,166840
1,132,17,9,19,31,110809
2,127,11,2,3,37,106909
1,119,15,6,18,11,118731
1,192,9,3,6,28,188464
3,131,21,5,6,5,118519
4,86,17,9,5,12,75477
2,77,24,3,1,3,57146
2,178,7,1,8,41,175386
3,54,7,5,1,38,49926
3,40,21,1,6,2,48250
3,174,1,8,14,26,181431
5,40,8,7,11,2,63358
5,88,5,2,2,12,108816
5,135,19,9,4,40,133234
1,196,8,5,13,2,203479
2,65,17,7,7,41,51082
4,126,19,4,6,16,131636
1,132,12,1,3,30,116275
2,141,23,8,9,47,122475
2,110,15,1,14,46,100633
3,179,4,3,11,36,180315
3,134,23,6,5,4,133768
1,199,12,8,14,11,197911
3,157,13,8,19,24,159037
2,187,14,2,8,18,181546
3,158,5,9,7,27,158548
5,90,22,4,7,37,77253
3,120,16,4,3,2,112669
2,75,7,2,3,15,80799
1,106,15,1,18,11,90274
4,168,13,7,13,27,174386
3,153,16,3,1,49,142959
2,194,12,4,5,48,169337
4,150,7,9,4,47,143591
4,181,16,6,16,23,182851
5,139,23,1,15,35,128687
4,148,23,9,18,30,130993
2,159,13,9,17,47,142248
2,118,23,5,14,24,98664
3,173,3,8,14,19,171528
3,58,15,7,19,29,49072
3,166,3,8,6,13,168464
4,68,7,9,13,48,57436
4,63,18,2,18,23,64848
5,190,14,5,15,12,205849
3,49,18,8,7,49,37481
1,144,19,3,19,48,113367
5,184,14,6,17,41,194109
1,197,20,6,9,29,167312
4,94,6,7,11,6,98868
5,186,8,3,5,23,199807
5,196,7,8,2,31,209328
2,41,20,8,15,45,20089
4,186,18,9,12,21,176876
4,174,18,8,10,24,179094
5,193,15,3,10,8,201185
4,150,20,6,11,44,148211
5,77,22,9,10,9,88803
